frame_num,left_ear,right_ear,ear,mar,phi,theta,label,valid
45,0.5122221758803153,0.4458331615263715,0.47902766870334335,0.12807720805898679,-134.05585928353122,33.64550891164156,1,1
46,0.5125199439703877,0.44299598856368044,0.47775796626703404,0.14205570337842002,-134.02229260344618,33.494678136465915,1,1
47,0.5061214995671587,0.43887514184958026,0.4724983207083695,0.17981962276265384,-135.15714568260793,34.31795568208326,1,1
48,0.49398180966163174,0.4293496652749766,0.4616657374683042,0.172251728502792,-135.40051951367542,33.867529678665626,1,1
49,0.5187657571359033,0.4408258198438488,0.47979578848987603,0.17042526951282067,-137.26814266658735,35.256029293402385,1,1
50,0.5101862400870648,0.43509772795700274,0.4726419840220338,0.18466440003836332,-138.26811754221615,33.30373110134579,1,1
51,0.5132529497004343,0.4386954083018303,0.4759741790011323,0.22764756627652522,-136.8230117474641,34.96699675975064,1,1
52,0.5206701623974302,0.44479334370419155,0.4827317530508109,0.23261225529652307,-136.42115516416013,34.175284940017775,1,1
53,0.5128986627758098,0.4391868247998995,0.4760427437878546,0.24342943691184046,-137.15834184940357,32.019121990357455,1,1
54,0.5284160226531704,0.46003698729437575,0.4942265049737731,0.25942265180746343,-139.6954735903987,34.31271928998998,1,1
55,0.536291417586157,0.46602990388617854,0.5011606607361677,0.2501926011597346,-138.83682613378988,33.63815649006494,1,1
56,0.5214220402028757,0.45389151643654696,0.4876567783197113,0.26917748171765915,-139.55090103601788,33.97225306077115,1,1
57,0.5282156848000249,0.45990481347069,0.49406024913535745,0.2654133312871042,-139.7034725852525,34.35038450520124,1,1
58,0.5264054705332177,0.46078797762081697,0.4935967240770174,0.2729688576067856,-139.18347722817418,33.06848121016663,1,1
59,0.5354674526817641,0.46077225053611737,0.49811985160894073,0.2695108379220744,-138.86855756066436,32.44292384794166,1,1
60,0.5160798553642948,0.4406150427956148,0.4783474490799548,0.26622089600787485,-138.73248007073346,33.59841493629495,1,1
61,0.5136879661381055,0.45020748945479366,0.48194772779644957,0.25385088352026425,-141.69173637266098,37.53300858017779,1,1
62,0.510386410004031,0.4418336350695184,0.4761100225367747,0.2504188356295504,-139.3553089066616,34.247745386364386,1,1
63,0.49935193503554165,0.44348301788136396,0.4714174764584528,0.2597218566508784,-138.8761894003041,34.39364405258181,1,1
64,0.5162665430828495,0.44796057512024434,0.4821135591015469,0.2596014491742077,-138.78386033090976,34.607223423214,1,1
65,0.5305260293784981,0.4592205231129029,0.49487327624570054,0.253800163607822,174.1919080219391,49.34660658903453,1,1
66,0.5312093282786974,0.45847457659306684,0.49484195243588214,0.26084118843409104,-141.08422666821275,35.02762264827338,1,1
67,0.528110396420924,0.45645789288522876,0.4922841446530764,0.2608153035647777,-143.09961887109407,37.20624818339509,1,1
68,0.5349570306472783,0.4603391763062552,0.49764810347676675,0.248188527868172,-141.86274958897178,36.07593010506996,1,1
69,0.5342732449461565,0.4592045589666809,0.4967389019564187,0.2619971005362004,-140.05966522639957,34.776769914909316,1,1
70,0.5045807593158257,0.4257203626858122,0.465150561000819,0.27341591660414055,-143.8563157953413,40.91330350235862,1,1
71,0.50159440302521,0.4271657008103432,0.4643800519177766,0.2761861588828754,-139.48489519148137,35.349233633684676,1,1
72,0.4965865738475931,0.4333871586214785,0.4649868662345358,0.2781276394310199,-140.04503917676502,36.67652038782955,1,1
73,0.4738444801991995,0.4059713553208771,0.4399079177600383,0.30094518667445536,-139.3296037802019,33.639457179977576,1,1
74,0.4845514346215011,0.4164274320691905,0.45048943334534575,0.2915660473967623,-139.3338576578996,33.153167145200456,1,1
75,0.48577626382216677,0.4151105739135406,0.45044341886785366,0.2985194172247392,-142.34752546466396,34.611012429281615,1,1
76,0.47920509442761694,0.4179053517680358,0.44855522309782636,0.2960159449572148,-142.30984343699885,34.08190768834305,1,1
77,0.48898157625809596,0.4172087133584151,0.4530951448082555,0.3060358885710526,-138.00121037736415,33.14380740001082,1,1
78,0.5009429461505452,0.4256128052416285,0.46327787569608686,0.31112025592578896,163.34452468387389,46.2668905691639,1,1
79,0.4993792148349871,0.4235653643414602,0.4614722895882236,0.30786163403097805,-151.42437269849057,46.282545584625225,1,1
80,0.4975471551927082,0.4172107616204408,0.4573789584065745,0.29661194969533344,175.35677523265505,45.508742061326515,1,1
81,0.5134552330608105,0.4369798988450854,0.47521756595294795,0.30546477170494296,-138.5562168905582,36.2262561770972,1,1
82,0.5131187010527248,0.43374687998281214,0.4734327905177685,0.30486028505164126,-141.77414902337466,34.23746195162856,1,1
83,0.5147654082260781,0.43269295212576686,0.47372918017592247,0.30148221817728726,-137.43450033782764,34.28903162550921,1,1
84,0.5223550801710254,0.43716793303813434,0.47976150660457983,0.33365200788775407,163.95865520469462,51.173447112936,1,1
85,0.5148304022862452,0.43058320034172987,0.47270680131398757,0.30572555208259194,-136.11986839404855,33.87040851612137,1,1
86,0.5475084991092632,0.45236999092207725,0.4999392450156702,0.3331702959606549,-134.7870476699725,33.16743652625093,1,1
87,0.550522955250014,0.4582003301656372,0.5043616427078257,0.2901711378818086,-136.877190928226,31.702437054779626,1,1
88,0.5403013140955615,0.4514783996576185,0.49588985687659,0.2523268770070782,-135.6183578149781,33.51235808679251,1,1
89,0.5361190207953599,0.45656540711053706,0.4963422139529485,0.2291391765861986,-30.789841289744047,71.89517231273055,1,1
90,0.5347000416675334,0.45777918692862396,0.49623961429807867,0.2059778152117267,-26.004432832342932,71.21268343391546,1,1
91,0.5441413275913389,0.45937788942682695,0.501759608509083,0.17960900611486966,-26.900723103405085,71.12140337393186,1,1
92,0.5483196637790392,0.46424114756351825,0.5062804056712787,0.15392427286945573,-28.842718108282924,71.30239584316861,1,1
93,0.545078819207773,0.47201160058311603,0.5085452098954445,0.13547726943055347,-30.854598129708588,71.88489597473257,1,1
94,0.5423619108165829,0.4742789898351241,0.5083204503258535,0.11511429113024592,-30.95195596783049,71.72578975800761,1,1
95,0.5417034331417035,0.47346343629518284,0.5075834347184431,0.15886098806550453,-30.813514580115967,71.86684826796476,1,1
96,0.552114531171853,0.4839470724808004,0.5180308018263267,0.1352750461267043,-135.49072086429587,35.20044901011792,1,1
97,0.5581013198969054,0.4856612004615602,0.5218812601792328,0.10307486535292432,-30.69068735150194,71.8428215172759,1,1
98,0.5595121952899045,0.48699803385032026,0.5232551145701123,0.08341709039395312,-134.0323100610509,33.73183358667349,1,1
99,0.5900167037344052,0.5096028826553161,0.5498097931948607,0.08289626049618969,-30.75723848731147,71.85333094461073,1,1
100,0.5846724611911953,0.5119485825236239,0.5483105218574096,0.10661384814106466,-134.63458373414156,33.90028681881988,1,1
101,0.5847694741125328,0.5085025608782711,0.5466360174954019,0.1268834355798377,-135.88333577714826,35.025317614254455,1,1
102,0.614791322862338,0.5190049572596981,0.566898140061018,0.11087023261941682,-30.884953079372508,71.8750652602574,1,1
103,0.6188308269947974,0.5259127912702164,0.572371809132507,0.12212524170217715,-136.77813319286614,34.86515778024983,1,1
104,0.5999655709651287,0.5205139967556609,0.5602397838603947,0.12220166345077521,-136.19880962231431,34.594065137144774,1,1
105,0.5936278272673691,0.5206119193861426,0.5571198733267558,0.15945111987460808,-137.44605350566155,32.36635293216643,1,1
106,0.6075177821296769,0.5284294758817596,0.5679736290057182,0.17770540556420852,-139.4991187805326,33.41654512911486,1,1
107,0.6020421687299271,0.5234768333459471,0.5627595010379371,0.1813100783143031,-138.74052353885776,35.18978162048488,1,1
108,0.6044842046235672,0.5308553513317068,0.567669777977637,0.21150112857364928,-140.43528059623043,33.325258210714566,1,1
109,0.5905049601524448,0.5112625895304819,0.5508837748414633,0.23503481013089933,-137.4122548371984,35.0041385396568,1,1
110,0.6030963308624466,0.5225923469703307,0.5628443389163886,0.2608783462101584,-134.9903679430583,34.20421809374936,1,1
111,0.6007763367909322,0.5210903734935384,0.5609333551422353,0.2668823009357644,-135.13712517715274,34.01366561067508,1,1
112,0.5406985101209429,0.4678279707838004,0.5042632404523717,0.2604116829203838,-138.50707829100762,33.42409619952766,1,1
113,0.5336921125131964,0.46496612285118394,0.4993291176821901,0.24887914171061917,-138.75017767849633,33.537314808260795,1,1
114,0.5475160447056049,0.4715153180451788,0.5095156813753918,0.25521545494402703,-139.48587174375945,34.616027090225394,1,1
115,0.5529746757674879,0.47604493045599106,0.5145098031117394,0.27088359781876614,-154.40727271062468,38.51335353952316,1,1
116,0.5484381189893327,0.47040721841541094,0.5094226687023719,0.2837918242531785,-136.88233644466175,33.20443645925069,1,1
117,0.5429729968714581,0.4733825194899359,0.508177758180697,0.23992214876342915,-137.14670599970614,35.27084179729458,1,1
118,0.5333552374453417,0.46564985691691435,0.4995025471811281,0.05469025204620715,-30.69994112268917,71.87918231684986,1,1
119,0.520679885087655,0.4690700926380253,0.4948749888628401,0.013133770142915934,-30.862740881458617,71.92059736077954,1,1
120,0.5233480009340675,0.4667904553841659,0.4950692281591167,0.03438194349336609,-31.085960304662763,71.96342034753258,1,1
121,0.5267984326265494,0.473435130119425,0.5001167813729872,0.1832675303903844,-137.36931767779996,34.23074651526644,1,1
122,0.5176624548815261,0.45858252814671474,0.4881224915141204,0.258819606925265,-138.34445056085687,33.028098219683876,1,1
123,0.5354293677462055,0.47729644555007067,0.5063629066481381,0.2843982024834571,-140.41106368444233,34.42385940919376,1,1
124,0.526429628499084,0.4688506680781013,0.49764014828859265,0.25688951959530104,-141.2767682822886,39.37069994160944,1,1
125,0.5269795766564158,0.46482393358518875,0.49590175512080226,0.26043224911031465,-139.80835967256667,34.898984639272655,1,1
126,0.5370912812129233,0.46675702345793557,0.5019241523354294,0.28119206314144235,-140.17487823632095,35.04245000704779,1,1
127,0.524422125996342,0.45833890720004805,0.49138051659819504,0.28992597288045235,-139.93460547332697,34.920663320127154,1,1
128,0.5387939802399343,0.4633165366838771,0.5010552584619057,0.3069134763591418,-137.9919342934427,34.8401008095686,1,1
129,0.5390404988372467,0.46885629577583815,0.5039483973065424,0.2678360545992642,-136.61346276996588,35.03229952009828,1,1
130,0.562941100361831,0.48285387792483053,0.5228974891433308,0.14062439230264354,-30.846340393270143,71.90109996650875,1,1
131,0.555316024261433,0.47975202420937596,0.5175340242354045,0.021055737392278454,-29.85868329787398,71.83261886809335,1,1
132,0.544686949666847,0.4774982116927845,0.5110925806798158,0.021544451358502872,-30.960496679486194,71.75443503119568,1,1
133,0.5401331467047338,0.4821430368289653,0.5111380917668495,0.030946250775274606,-30.86577606910262,71.91397392729559,1,1
134,0.5370143501711538,0.4770232826901693,0.5070188164306616,0.07075280973358769,-138.32744943724018,36.158074080367825,1,1
135,0.5244653079099928,0.47033680004529155,0.49740105397764217,0.08685298395351726,-31.02473978954264,71.77970637741393,1,1
136,0.4986208933542349,0.44779793251448463,0.47320941293435975,0.10951513364935589,-137.2581383665488,35.81944941613567,1,1
137,0.5102421848450043,0.4566408531655227,0.4834415190052635,0.13978090725784667,-139.78441990583272,34.27858505990781,1,1
138,0.5332047979174175,0.4701817559897133,0.5016932769535654,0.2076340934512287,-140.20472771240856,33.55708717670092,1,1
139,0.5322524013401565,0.4742307702359638,0.5032415857880601,0.1908054344000325,-144.15360248694978,35.53345519531207,1,1
140,0.5349111737476879,0.4722903863107839,0.5036007800292359,0.2191647708226647,-143.5545083347327,40.0868998835478,1,1
141,0.543435113135395,0.4853550814790502,0.5143950973072227,0.21297973092348077,-141.5266561208497,36.05601635457908,1,1
142,0.54194858471932,0.4840922809331182,0.5130204328262191,0.20779165559954738,-142.38437437948173,36.56871973655402,1,1
143,0.5406426916094392,0.47785455190983994,0.5092486217596396,0.21700133890526846,152.95371688565862,46.70623996903747,1,1
144,0.5242111194968319,0.45964237304060096,0.4919267462687164,0.2202891043830725,-146.72238142395054,41.06894919697019,1,1
145,0.516891699773741,0.4468878908503414,0.48188979531204124,0.21219586166742646,-143.6894288474719,38.820849044974345,1,1
146,0.5241048208487946,0.4474687849194483,0.48578680288412146,0.21258731525254165,172.56109768248228,49.73879526184643,1,1
147,0.5172892708885629,0.4457030741986855,0.4814961725436242,0.21271793497632774,167.61509948935836,51.97797779086515,1,1
148,0.5182858236373136,0.44832857601102427,0.4833071998241689,0.21399758890152237,165.09400596010985,51.17281626037465,1,1
149,0.5185933380570805,0.44423360044632826,0.48141346925170436,0.21194102906021692,-145.99088328487392,40.81821231121093,1,1
150,0.5195935646935861,0.44542111434969983,0.48250733952164293,0.21979440033600622,-149.41606933932272,37.65174796096577,1,1
151,0.5201218861594971,0.44347397786933707,0.48179793201441706,0.21474138264708192,-140.4177544887523,34.582375682699194,1,1
152,0.5241818147007721,0.44611450678635245,0.48514816074356226,0.22025445534479607,-141.40864395410918,37.34303016856838,1,1
153,0.5200563573154012,0.4485826891905568,0.484319523252979,0.21824234434174755,-143.54306427389034,38.222399507106964,1,1
154,0.5137266309256717,0.4440249669595524,0.47887579894261206,0.21712816390971354,-143.82848430804347,39.11840452790898,1,1
155,0.5222930398724194,0.44793570886432943,0.4851143743683744,0.21911324775360308,-146.19990239123146,35.5181513834027,1,1
156,0.5281907588687157,0.45373417765004315,0.4909624682593794,0.2358882335373388,-142.22099326552592,37.68813497959323,1,1
157,0.5105208378216037,0.4348616512013377,0.4726912445114707,0.2253578165193408,-144.2352375521519,38.3667059140361,1,1
158,0.5288250790238217,0.4483640495083132,0.48859456426606745,0.23621855257563593,-142.01613748607798,36.27618354046258,1,1
159,0.5302720996572015,0.4554901567147697,0.4928811281859856,0.24302625211366394,-151.80671038127298,45.43503694336912,1,1
160,0.5280438291661721,0.4483361196194359,0.488189974392804,0.24142114837536413,-143.47795672619554,38.793361333850854,1,1
161,0.5317924843512685,0.4514800062079191,0.4916362452795938,0.24387523631768865,-140.82177650996866,35.99506467457197,1,1
162,0.5333747375717818,0.45227197958503695,0.49282335857840937,0.25898075881849664,-140.82642479291744,35.16386010320686,1,1
163,0.552168602811066,0.46393588336649955,0.5080522430887827,0.27150289285608326,-142.50946931849967,34.91834417651231,1,1
164,0.5496983832196093,0.46231000475600553,0.5060041939878074,0.27362182383574213,-140.53630438638035,34.92694801717863,1,1
165,0.5516582789984414,0.457035077225787,0.5043466781121142,0.26944503731370034,-137.63664502496505,34.93656458063043,1,1
166,0.5609226607566499,0.4636487358797857,0.5122856983182178,0.2752221694100962,-137.6686814469385,34.519261798651364,1,1
167,0.5611018507542062,0.46491885784583503,0.5130103543000206,0.274330334588427,174.74244836042064,46.78681132303776,1,1
168,0.5447726605247323,0.4623424779795407,0.5035575692521365,0.2659227160453029,-146.40978752316386,35.20037956412929,1,1
169,0.5127987915093313,0.43231033099410415,0.4725545612517177,0.2717653704469474,-136.973828256614,33.63962684087454,1,1
170,0.5156768584467554,0.4345635989293796,0.47512022868806747,0.279956777543389,-137.6446602668051,34.53736097328101,1,1
171,0.5267193103255445,0.4400570679748468,0.48338818915019566,0.2850321624513003,-137.1535198570312,33.8220730453533,1,1
172,0.5333388171777331,0.44630976087750873,0.48982428902762093,0.2860034843882587,-136.9986054213478,33.541273306208225,1,1
173,0.5396415231864803,0.4465586679946192,0.49310009559054974,0.29434478331632286,-136.24478999195668,33.71301861648086,1,1
174,0.5480938899528499,0.4541583635994966,0.5011261267761733,0.2952336954863114,-135.9960479826257,33.308496791744275,1,1
175,0.5511464328967329,0.4569827730981219,0.5040646029974274,0.30212776064983327,-140.7300553932385,40.3520161880387,1,1
176,0.5490085591691753,0.46203748119794114,0.5055230201835582,0.28541672296102294,-140.03754465080112,33.485716951995386,1,1
177,0.5333117950766747,0.45681571589025216,0.49506375548346343,0.27963650403233725,-138.91278155911618,34.24432236110749,1,1
178,0.5273242129521428,0.44787894160384395,0.48760157727799336,0.2759487082720299,-137.63396645377534,32.33880191942364,1,1
179,0.5144203733139909,0.4442369987821451,0.479328686048068,0.27381265663519716,-30.558025135748245,71.81151438214198,1,1
180,0.5256822945425479,0.4541103764888918,0.48989633551571987,0.259888453696049,-31.733027143230455,71.72983456302386,1,1
181,0.5416168034030923,0.46334478080158453,0.5024807921023384,0.24812520983493008,-29.302258590975004,71.46718635037263,1,1
182,0.54014935163548,0.4665618716554656,0.5033556116454727,0.23876687458469237,-30.659052935561572,71.78955559999743,1,1
183,0.5400378463380089,0.4701238259641099,0.5050808361510594,0.23655776169268145,-30.79089632454774,71.81880373857129,1,1
184,0.5613502233503679,0.4870119427910807,0.5241810830707243,0.18127401319659986,-31.03892901137794,71.8800492775638,1,1
185,0.5626073638487259,0.4837683181335698,0.5231878409911479,0.1601122669034421,-31.035273734254034,71.87312710006502,1,1
186,0.5612345961037658,0.4835349939887097,0.5223847950462377,0.15697608762841092,-31.057579664307795,71.86933482331219,1,1
187,0.5407088528925262,0.47590570754699824,0.5083072802197622,0.11927179251123929,-30.786888167395432,71.80806546067767,1,1
188,0.5416149970569731,0.48061295356731853,0.5111139753121459,0.08140583631566739,-30.74949457773779,71.79640349701239,1,1
189,0.5412886908333839,0.48636524224867006,0.513826966541027,0.01800561570545765,-131.51289351147292,32.90318188256311,1,1
190,0.5533087795409258,0.4915785360156193,0.5224436577782725,0.015391048642052268,-133.9331114647619,32.139551002152224,1,1
191,0.5346339656157922,0.48148262086288557,0.5080582932393389,0.016675923448809016,-133.66431662054964,32.134723012637345,1,1
192,0.5376653883206587,0.4872820609171411,0.5124737246189,0.07206509516829952,-31.07188189605705,71.9006983269089,1,1
193,0.5429078282668258,0.48248466292647424,0.5126962455966501,0.18089955335236135,-30.50375347825253,71.76050106545961,1,1
194,0.5604008065631797,0.48971080510078,0.5250558058319799,0.22091257268272133,-29.231796434704975,71.45064075877251,1,1
195,0.5612194962084875,0.4825536581236927,0.5218865771660901,0.2418146132265362,-29.672568070751108,71.76456615445773,1,1
196,0.5458510561483368,0.4759924551184188,0.5109217556333778,0.23240298259974393,-29.00715686761178,71.37714903109128,1,1
197,0.5462930532010791,0.48144543997971534,0.5138692465903972,0.24309011672030575,-30.96715329538818,71.89904249703908,1,1
198,0.5528220047409352,0.48726278512106636,0.5200423949310008,0.24582757087203938,-27.027848833977647,71.26497936712258,1,1
199,0.5572492280136853,0.48412856710486446,0.5206888975592748,0.24566179382426004,-30.839729751069097,71.86655138547606,1,1
200,0.5366764913329981,0.4632519276225279,0.499964209477763,0.22377659130692898,-30.775972793443284,71.86766215802004,1,1
201,0.5602092799843202,0.46366897930609136,0.5119391296452058,0.2785964725295971,-30.856746980824603,71.88225907108773,1,1
202,0.5674053757692252,0.474275171958552,0.5208402738638886,0.2593159076083853,-31.111372161033312,71.75831889602986,1,1
203,0.5716536523019243,0.4804173543616653,0.5260355033317948,0.28534503285346857,-134.0113247408612,33.29284074455574,1,1
204,0.5603383114967008,0.463973341416549,0.5121558264566248,0.3234678244367912,-131.86149106758447,32.15476962024585,1,1
205,0.5532451763955978,0.46070986233719174,0.5069775193663948,0.31757224538601714,-30.78555929875222,71.87778613538704,1,1
206,0.5719633846976382,0.4393700438092223,0.5056667142534302,0.3093616124162642,-30.71001534439733,71.85359667080738,1,1
207,0.5931913602799143,0.45654880895096656,0.5248700846154404,0.29907206567587813,-30.751303191235916,71.85264831995708,1,1
208,0.5899382653882578,0.4590845502938833,0.5245114078410705,0.2729560949890258,-30.704218232976977,71.83998045310857,1,1
209,0.5451619581472982,0.4276209195505928,0.4863914388489455,0.2512657304300727,-30.717595082954627,71.83893819227879,1,1
210,0.3061922357150569,0.2820213823416582,0.2941068090283575,0.23939102864030107,-133.51507648953347,33.57762677764805,1,1
211,0.14016253565720962,0.06032327779049085,0.10024290672385024,0.2564250815748431,-30.480017380110237,71.78928362227713,0,1
212,0.1142448136117627,0.041821049098643065,0.07803293135520288,0.2616067679145804,-30.425194188909426,71.78155557023119,0,1
213,0.12788933602101185,0.05266489271196416,0.090277114366488,0.23159091402643162,-30.517737113852437,71.80911046158198,0,1
214,0.1146414499594563,0.04940495275128435,0.08202320135537032,0.23607826596161274,-30.85283013040971,71.8999628323467,0,1
215,0.18746410660232657,0.10566979950393164,0.1465669530531291,0.24675858418735122,-30.76405153771296,71.88859492578,0,1
216,0.2946613991661042,0.19136685566218886,0.24301412741414652,0.24510734975326023,-136.06167290558895,35.43479844081793,0,1
217,0.31392982513041695,0.20584476475663635,0.25988729494352664,0.2429681704500277,-139.58758892759636,36.723599064455485,1,1
218,0.3635553992605845,0.25759241476828887,0.31057390701443666,0.24284279798858022,-139.92534749837662,35.13125705855233,1,1
219,0.36830002456349037,0.2646603788060393,0.3164802016847649,0.22246688476380683,-139.00361862604151,36.50221702532587,1,1
220,0.3853137209857771,0.31313832241521183,0.34922602170049444,0.19095860790182925,-138.47289525625308,36.367707798645235,1,1
221,0.3811102023264819,0.3009277322945634,0.3410189673105226,0.18455298725878316,-138.34230808246548,35.9153774962535,1,1
222,0.3730778427043161,0.286298663344812,0.32968825302456406,0.19737369739055713,-138.91386772630943,36.54990551560364,1,1
223,0.35466426070569396,0.24497883115419172,0.2998215459299428,0.19794528406098374,-139.1122253967247,37.11256516023451,1,1
224,0.12993045755585225,0.029585292209856583,0.07975787488285442,0.19888226602457368,-143.11864361367256,41.204718618258255,0,1
225,0.08982908542747874,0.01513885524090454,0.05248397033419164,0.2050665333051269,-30.505804811364616,71.83953816627744,0,1
226,0.11809556975290265,0.03161654005340661,0.07485605490315464,0.20889718600837412,-30.54378701358996,71.85860105955534,0,1
227,0.1439280071941947,0.058553363029969344,0.10124068511208204,0.20930236002121563,-30.427105411793214,71.83191068224366,0,1
228,0.23129781424218746,0.10322108120680774,0.1672594477244976,0.2292694919387417,-30.339564049435822,71.66475822705706,0,1
229,0.31076675012790733,0.16492455752874433,0.23784565382832584,0.2310259752028792,-139.82539303464566,37.372961277006894,0,1
230,0.3582219504721952,0.24282280366067474,0.300522377066435,0.24198610877264037,-137.19813707588997,34.896244856866616,1,1
231,0.3928343693138665,0.28548352888136047,0.33915894909761346,0.2631143055360954,-137.24276505091987,33.57475300781337,1,1
232,0.4091276516002722,0.3170132912015828,0.3630704714009275,0.304376656695664,-136.56925210626278,34.372540710279225,1,1
233,0.42117307135485554,0.3290594507687228,0.3751162610617892,0.2992368135320585,168.07531952143134,46.674191797941454,1,1
234,0.4431630926147365,0.35308915823026377,0.39812612542250014,0.3086487593482028,-136.3405536784248,32.33164773981416,1,1
235,0.4437650034519661,0.35779324069985446,0.40077912207591027,0.24760825186446592,-135.53784753785934,34.329401157837296,1,1
236,0.43498471874844974,0.3580413698483894,0.3965130442984196,0.08308589304859301,-135.43480361058278,35.16871986548533,1,1
237,0.44716995777651614,0.3720792711458303,0.4096246144611732,0.029944227496114677,-30.668423928446536,71.87262691239386,1,1
